age,gender,topik_level,highest_degree,major_field,university_type,gpa,experience_years,num_projects,internships,certifications,has_portfolio,github_level,job_field,resume_length,cover_letter_score,tailored_resume,english_level,leadership_experience,military_status,pass_screening
34.0,Female,2.0,Bachelor,Industrial Eng,SKY,3.95,2.2,4.0,1.0,0.0,1.0,Medium,PM,1.0,7.0,1.0,Low,0.0,Complete,1.0
31.0,Male,4.0,Bachelor,CS,Other,3.12,0.4,5.0,1.0,3.0,1.0,Medium,,1.0,8.0,0.0,Low,1.0,Not Applicable,1.0
34.0,Female,6.0,Bachelor,CS,SKY,3.86,3.1,5.0,1.0,2.0,0.0,High,Software Dev,1.0,9.0,1.0,,0.0,Exempt,1.0
23.0,,6.0,Bachelor,Economics,Other,,2.2,4.0,0.0,,0.0,Medium,Data Scientist,2.0,8.0,0.0,Medium,0.0,Exempt,0.0
27.0,Female,2.0,,Industrial Eng,Foreign,3.58,1.6,1.0,1.0,2.0,0.0,High,Data Scientist,2.0,4.0,0.0,Low,0.0,Exempt,0.0
24.0,Female,4.0,,CS,SKY,3.66,2.4,3.0,1.0,1.0,1.0,Low,Data Analyst,1.0,5.0,1.0,Low,1.0,Exempt,
32.0,Male,6.0,Master,Business,Foreign,3.97,1.4,3.0,1.0,0.0,1.0,Medium,Software Dev,1.0,7.0,0.0,Low,0.0,Not Applicable,1.0
27.0,Female,,Bachelor,Data Science,Regional,3.45,,1.0,1.0,3.0,1.0,Low,Software Dev,1.0,8.0,1.0,Medium,0.0,Complete,1.0
27.0,Female,6.0,Bachelor,Data Science,Top10,3.43,,4.0,1.0,1.0,1.0,Low,Data Scientist,1.0,8.0,1.0,Low,1.0,Exempt,1.0
30.0,Female,2.0,Bachelor,Data Science,Other,3.54,1.8,3.0,1.0,3.0,,Medium,PM,1.0,8.0,0.0,Low,0.0,Exempt,1.0
,Male,2.0,Master,Business,Other,,1.0,2.0,1.0,0.0,0.0,High,Software Dev,1.0,4.0,1.0,Medium,0.0,Not Applicable,0.0
33.0,Female,3.0,Bachelor,CS,Regional,3.85,2.5,4.0,1.0,1.0,0.0,Medium,Software Dev,1.0,6.0,0.0,High,1.0,Complete,0.0
25.0,Female,1.0,PhD,CS,Other,3.34,1.4,4.0,1.0,3.0,0.0,Low,Software Dev,2.0,5.0,1.0,High,1.0,Exempt,0.0
33.0,Male,3.0,Bachelor,Economics,Top10,3.49,-0.1,5.0,,0.0,1.0,Low,Software Dev,1.0,7.0,1.0,Low,1.0,,0.0
33.0,Female,3.0,Bachelor,Industrial Eng,SKY,3.62,1.3,5.0,0.0,,1.0,Medium,Data Scientist,2.0,5.0,1.0,Low,0.0,Complete,0.0
27.0,Male,0.0,Bachelor,Business,Regional,3.63,1.8,3.0,0.0,3.0,1.0,Low,Software Dev,2.0,7.0,1.0,Low,1.0,Exempt,0.0
30.0,Male,1.0,Bachelor,Business,Foreign,3.72,-0.3,3.0,1.0,0.0,1.0,Low,Data Analyst,1.0,5.0,0.0,High,0.0,Not Applicable,0.0
29.0,Male,5.0,Master,Economics,Other,3.34,1.7,4.0,1.0,2.0,,Low,PM,1.0,4.0,1.0,Low,0.0,Exempt,1.0
34.0,Male,,Bachelor,Industrial Eng,SKY,3.41,2.6,3.0,1.0,0.0,1.0,,Data Scientist,,8.0,1.0,Medium,0.0,Not Applicable,1.0
26.0,Male,4.0,Master,Data Science,Top10,3.24,1.7,4.0,1.0,0.0,1.0,,Software Dev,2.0,5.0,1.0,High,0.0,Complete,0.0
32.0,Male,5.0,,Economics,Regional,4.32,1.8,5.0,,2.0,,Low,Software Dev,1.0,8.0,1.0,High,0.0,Complete,1.0
25.0,Female,5.0,Bachelor,Industrial Eng,SKY,3.8,1.8,3.0,1.0,1.0,1.0,High,Data Scientist,1.0,4.0,1.0,High,0.0,Not Applicable,1.0
27.0,Female,,Bachelor,CS,Regional,3.07,2.3,1.0,1.0,,0.0,Medium,Software Dev,1.0,9.0,1.0,High,0.0,Exempt,0.0
23.0,Female,5.0,Bachelor,Industrial Eng,Regional,3.24,1.8,4.0,0.0,1.0,0.0,High,Software Dev,1.0,4.0,1.0,High,1.0,Exempt,
25.0,Male,0.0,Master,Data Science,Top10,3.2,,4.0,0.0,0.0,,Medium,PM,,6.0,1.0,High,1.0,Not Applicable,0.0
,Female,2.0,Bachelor,Data Science,Other,3.56,1.9,3.0,1.0,,0.0,Medium,Data Analyst,1.0,4.0,1.0,High,1.0,Exempt,0.0
31.0,Male,1.0,Master,Business,Foreign,4.01,3.6,5.0,1.0,1.0,1.0,Low,Software Dev,1.0,9.0,0.0,Medium,0.0,,1.0
29.0,Male,3.0,Bachelor,Data Science,Regional,3.71,2.3,4.0,1.0,1.0,1.0,Low,Data Scientist,1.0,7.0,1.0,High,0.0,Exempt,1.0
31.0,Male,3.0,Bachelor,Industrial Eng,Regional,3.67,1.3,1.0,1.0,1.0,1.0,Medium,Data Analyst,1.0,7.0,1.0,High,1.0,Complete,
30.0,Male,2.0,Bachelor,Business,Regional,3.7,,5.0,1.0,2.0,1.0,Low,PM,1.0,6.0,0.0,Low,0.0,Not Applicable,1.0
25.0,,3.0,Bachelor,Industrial Eng,Top10,4.26,2.1,5.0,0.0,2.0,1.0,Medium,Software Dev,1.0,8.0,0.0,Low,1.0,Not Applicable,1.0
31.0,Female,2.0,Master,Business,Foreign,3.73,,2.0,0.0,2.0,0.0,High,Data Analyst,1.0,7.0,1.0,Medium,1.0,Exempt,0.0
24.0,Female,3.0,PhD,Industrial Eng,SKY,3.41,2.0,5.0,1.0,1.0,0.0,Medium,Data Scientist,1.0,8.0,1.0,,1.0,Not Applicable,1.0
32.0,Female,3.0,Bachelor,Industrial Eng,Top10,3.95,-0.3,3.0,1.0,1.0,1.0,Medium,PM,1.0,7.0,1.0,Medium,0.0,Complete,0.0
30.0,Male,3.0,Master,CS,Top10,3.61,2.2,5.0,0.0,,1.0,Medium,Software Dev,1.0,7.0,1.0,Low,1.0,Not Applicable,1.0
30.0,Male,3.0,Master,,Other,3.79,3.1,2.0,1.0,2.0,1.0,Medium,Data Analyst,1.0,5.0,1.0,Medium,1.0,Not Applicable,1.0
28.0,Female,4.0,Bachelor,Economics,SKY,3.42,1.6,2.0,1.0,0.0,1.0,Medium,,1.0,6.0,0.0,High,0.0,,
25.0,Female,4.0,PhD,Data Science,SKY,3.45,2.4,2.0,0.0,2.0,1.0,Medium,Data Scientist,1.0,4.0,0.0,High,0.0,Complete,0.0
,Female,3.0,Bachelor,,Regional,,3.8,2.0,,2.0,0.0,Low,PM,2.0,4.0,0.0,Medium,0.0,Complete,0.0
31.0,Female,3.0,Bachelor,Economics,Top10,2.98,1.2,5.0,0.0,1.0,1.0,Medium,Data Scientist,1.0,7.0,1.0,Medium,1.0,Not Applicable,0.0
23.0,Male,3.0,PhD,Data Science,SKY,,1.6,5.0,1.0,1.0,0.0,Low,Data Analyst,1.0,6.0,1.0,Low,1.0,Exempt,1.0
34.0,Male,2.0,Bachelor,Economics,SKY,3.6,1.2,1.0,0.0,0.0,0.0,Medium,Software Dev,2.0,9.0,1.0,Low,0.0,Not Applicable,0.0
23.0,Male,4.0,Bachelor,Business,Top10,3.75,1.2,4.0,1.0,1.0,1.0,,Data Scientist,2.0,5.0,1.0,Low,1.0,Not Applicable,0.0
32.0,Male,3.0,Bachelor,CS,Foreign,3.24,-0.1,1.0,1.0,0.0,1.0,Medium,PM,1.0,,1.0,Medium,1.0,Not Applicable,0.0
22.0,Male,4.0,Bachelor,Industrial Eng,Regional,3.71,1.4,1.0,1.0,3.0,1.0,High,Data Scientist,1.0,6.0,1.0,Low,0.0,Exempt,1.0
30.0,,0.0,Bachelor,Economics,Foreign,3.47,3.7,4.0,1.0,2.0,1.0,Medium,Data Scientist,1.0,4.0,1.0,High,0.0,Not Applicable,1.0
24.0,Female,2.0,Bachelor,Economics,Regional,3.43,4.0,2.0,1.0,0.0,0.0,High,Software Dev,1.0,4.0,1.0,Low,1.0,Exempt,
34.0,Female,6.0,Bachelor,Data Science,Foreign,3.48,2.2,5.0,1.0,2.0,1.0,Medium,Data Analyst,1.0,7.0,1.0,Low,0.0,Exempt,1.0
34.0,Male,5.0,Bachelor,CS,SKY,3.45,2.9,2.0,1.0,2.0,0.0,Low,Data Analyst,1.0,5.0,1.0,Medium,1.0,Not Applicable,1.0
23.0,Female,3.0,PhD,Business,SKY,3.64,1.6,2.0,1.0,0.0,,Low,Software Dev,2.0,7.0,1.0,High,0.0,Not Applicable,1.0
29.0,Male,3.0,Master,Economics,Regional,3.13,2.0,1.0,0.0,0.0,1.0,High,Data Scientist,1.0,5.0,1.0,Low,0.0,Not Applicable,0.0
32.0,Male,0.0,Bachelor,Industrial Eng,SKY,3.97,2.2,3.0,,1.0,1.0,High,,1.0,4.0,0.0,Medium,1.0,Exempt,0.0
22.0,Female,3.0,Bachelor,CS,Foreign,3.85,2.4,2.0,0.0,0.0,0.0,Medium,Data Analyst,1.0,4.0,1.0,Medium,1.0,Not Applicable,0.0
25.0,Female,6.0,Bachelor,Data Science,Regional,4.16,2.5,5.0,1.0,2.0,1.0,High,PM,1.0,8.0,1.0,Medium,,Exempt,1.0
24.0,Male,5.0,Bachelor,Economics,Top10,3.48,2.2,1.0,1.0,2.0,1.0,High,Software Dev,1.0,5.0,1.0,Medium,0.0,Complete,1.0
24.0,,,Master,Industrial Eng,Foreign,3.27,3.1,5.0,1.0,0.0,,,Software Dev,1.0,6.0,1.0,Medium,1.0,Exempt,1.0
30.0,,1.0,Bachelor,CS,,3.66,2.1,5.0,0.0,2.0,0.0,Medium,Data Analyst,1.0,9.0,1.0,Low,1.0,Complete,1.0
31.0,Male,5.0,Bachelor,Business,,3.44,1.9,5.0,0.0,0.0,0.0,High,Data Analyst,2.0,6.0,1.0,Low,1.0,Exempt,1.0
29.0,Female,,Bachelor,Data Science,Other,3.2,1.7,4.0,,2.0,0.0,Medium,Data Scientist,2.0,4.0,1.0,Medium,0.0,Exempt,0.0
22.0,,3.0,Bachelor,CS,Top10,3.2,2.1,5.0,0.0,2.0,1.0,High,Data Analyst,1.0,5.0,1.0,Medium,0.0,Not Applicable,1.0
30.0,Male,4.0,Master,Industrial Eng,Regional,3.01,1.6,2.0,1.0,1.0,1.0,Medium,Software Dev,1.0,7.0,0.0,Medium,0.0,Not Applicable,0.0
30.0,Female,1.0,Bachelor,CS,Regional,3.72,0.7,3.0,0.0,0.0,0.0,,Data Analyst,1.0,,1.0,High,0.0,Not Applicable,0.0
30.0,Female,2.0,Bachelor,Economics,SKY,3.46,2.1,3.0,1.0,0.0,1.0,Low,Data Scientist,2.0,6.0,1.0,High,0.0,Complete,0.0
31.0,Female,3.0,Bachelor,Economics,Top10,3.62,1.8,2.0,0.0,1.0,1.0,Low,Data Scientist,1.0,9.0,0.0,Low,0.0,Not Applicable,0.0
32.0,Female,,Bachelor,CS,Other,3.27,2.5,1.0,,2.0,0.0,Low,Software Dev,1.0,9.0,1.0,,0.0,Not Applicable,
33.0,Male,6.0,Bachelor,Economics,Regional,3.57,1.8,4.0,1.0,2.0,0.0,Low,Data Analyst,2.0,,0.0,Medium,0.0,Not Applicable,1.0
29.0,Female,2.0,Bachelor,Business,Foreign,3.73,2.2,4.0,1.0,2.0,1.0,High,Data Analyst,1.0,9.0,1.0,High,0.0,Complete,1.0
27.0,Female,6.0,Bachelor,Data Science,Top10,3.55,2.2,4.0,0.0,1.0,1.0,Medium,Data Analyst,1.0,9.0,1.0,Medium,0.0,Complete,1.0
30.0,Female,5.0,PhD,Business,,3.21,3.4,5.0,1.0,2.0,0.0,Low,Software Dev,1.0,4.0,1.0,Medium,1.0,Exempt,1.0
31.0,Female,2.0,Master,Economics,Regional,3.73,2.8,4.0,1.0,3.0,1.0,High,Data Scientist,1.0,5.0,1.0,Low,1.0,Exempt,1.0
25.0,,4.0,Bachelor,Industrial Eng,SKY,3.38,2.2,3.0,1.0,0.0,1.0,High,Data Analyst,1.0,6.0,0.0,Medium,1.0,Not Applicable,1.0
25.0,Male,4.0,,Industrial Eng,Regional,3.63,3.3,1.0,1.0,1.0,0.0,Medium,Data Scientist,1.0,6.0,0.0,High,0.0,Exempt,0.0
26.0,Male,4.0,Bachelor,Business,Top10,3.35,2.6,5.0,1.0,2.0,1.0,Medium,Data Scientist,2.0,7.0,1.0,Medium,0.0,Exempt,1.0
34.0,Male,,Bachelor,Industrial Eng,SKY,3.24,3.7,4.0,1.0,0.0,0.0,Low,Data Scientist,2.0,8.0,0.0,High,1.0,Exempt,1.0
33.0,Female,4.0,Bachelor,Economics,Other,3.46,3.1,3.0,0.0,1.0,,Low,Data Analyst,1.0,8.0,0.0,Low,1.0,Not Applicable,0.0
32.0,Male,1.0,Master,CS,Other,3.38,1.8,5.0,1.0,2.0,1.0,Medium,Software Dev,1.0,4.0,1.0,Low,1.0,Not Applicable,0.0
30.0,Female,,Bachelor,Industrial Eng,,3.95,2.5,3.0,1.0,3.0,0.0,Medium,Data Scientist,1.0,5.0,0.0,Medium,1.0,Not Applicable,0.0
34.0,Female,5.0,Bachelor,CS,Regional,3.77,2.7,1.0,1.0,1.0,,High,Data Analyst,1.0,8.0,1.0,Medium,0.0,Complete,1.0
33.0,Female,5.0,Bachelor,CS,Other,3.19,2.8,4.0,1.0,0.0,1.0,High,Data Scientist,1.0,9.0,1.0,Medium,0.0,Not Applicable,1.0
30.0,Male,6.0,Master,CS,Top10,3.07,2.1,2.0,0.0,3.0,,,Data Scientist,2.0,6.0,1.0,High,0.0,Complete,1.0
31.0,Male,2.0,Bachelor,Economics,SKY,3.33,2.2,1.0,0.0,0.0,0.0,Low,Data Analyst,1.0,8.0,1.0,High,,Exempt,0.0
22.0,Female,2.0,Bachelor,Economics,Top10,3.44,,5.0,0.0,2.0,0.0,Low,Data Analyst,,7.0,0.0,Medium,0.0,Exempt,0.0
31.0,Male,1.0,Bachelor,Economics,Regional,3.57,2.0,5.0,1.0,0.0,1.0,Low,PM,1.0,8.0,,,0.0,Not Applicable,1.0
31.0,Female,2.0,Master,Economics,Other,3.01,2.7,3.0,1.0,0.0,0.0,High,Software Dev,1.0,,1.0,Medium,0.0,Complete,1.0
27.0,Female,4.0,,Business,Regional,3.23,1.9,4.0,1.0,2.0,1.0,High,PM,2.0,7.0,1.0,High,1.0,Exempt,1.0
32.0,,3.0,Bachelor,CS,SKY,3.89,0.9,1.0,1.0,0.0,0.0,Low,PM,2.0,9.0,1.0,High,0.0,Exempt,0.0
31.0,Male,3.0,Bachelor,Industrial Eng,Other,,2.9,3.0,1.0,0.0,1.0,Low,PM,1.0,,1.0,Low,0.0,Complete,0.0
32.0,Female,1.0,Master,,Other,3.68,3.1,1.0,0.0,0.0,0.0,Medium,Data Analyst,2.0,9.0,0.0,Medium,1.0,Not Applicable,0.0
33.0,Female,2.0,Master,Economics,Top10,3.65,1.9,1.0,0.0,3.0,0.0,Medium,PM,1.0,5.0,1.0,Low,1.0,Not Applicable,0.0
28.0,Female,4.0,Bachelor,Data Science,Top10,3.13,1.9,1.0,1.0,0.0,1.0,High,Software Dev,1.0,7.0,0.0,Medium,0.0,Complete,0.0
24.0,Female,4.0,Bachelor,Business,Top10,3.55,2.0,1.0,1.0,0.0,0.0,Medium,Data Analyst,2.0,6.0,1.0,High,0.0,Not Applicable,0.0
33.0,Male,4.0,Bachelor,CS,Regional,3.72,-1.2,3.0,1.0,3.0,,Medium,Software Dev,1.0,6.0,1.0,Low,0.0,Complete,0.0
34.0,Female,3.0,Bachelor,Industrial Eng,Regional,3.33,2.0,2.0,1.0,2.0,1.0,Medium,Software Dev,1.0,6.0,1.0,High,0.0,Complete,0.0
22.0,Female,3.0,Bachelor,Economics,Regional,3.58,1.7,4.0,0.0,1.0,0.0,Medium,,1.0,8.0,1.0,Medium,0.0,Exempt,0.0
29.0,Female,4.0,Bachelor,Economics,Top10,3.77,3.1,2.0,1.0,1.0,,Medium,Data Scientist,1.0,8.0,1.0,Low,,Not Applicable,1.0
30.0,Female,3.0,Bachelor,Business,Regional,4.27,,3.0,1.0,3.0,1.0,Medium,Data Scientist,1.0,8.0,1.0,Medium,0.0,Not Applicable,1.0
33.0,Male,3.0,Master,Industrial Eng,Foreign,,1.1,5.0,1.0,0.0,1.0,Low,PM,1.0,7.0,1.0,Low,0.0,Not Applicable,
34.0,Female,2.0,Bachelor,Economics,SKY,3.65,3.3,4.0,0.0,2.0,0.0,Low,,1.0,,1.0,High,0.0,Complete,
31.0,,0.0,Bachelor,Economics,SKY,3.56,,4.0,0.0,2.0,0.0,Medium,Data Analyst,,7.0,,Medium,0.0,Not Applicable,0.0
32.0,Male,2.0,Bachelor,Business,Foreign,3.21,0.9,5.0,1.0,3.0,1.0,Medium,Software Dev,,5.0,1.0,Medium,0.0,Not Applicable,
30.0,Female,2.0,Bachelor,Economics,Regional,3.36,0.6,4.0,0.0,1.0,1.0,Medium,Data Analyst,1.0,8.0,1.0,,1.0,Not Applicable,0.0
22.0,Female,2.0,Bachelor,Economics,Top10,3.44,2.0,2.0,1.0,2.0,1.0,Low,Data Analyst,1.0,,0.0,High,0.0,Not Applicable,0.0
27.0,Female,4.0,Master,CS,Regional,3.73,,1.0,1.0,2.0,1.0,Low,PM,1.0,9.0,1.0,Low,1.0,Exempt,1.0
,Female,2.0,Master,Business,Regional,3.27,1.7,,1.0,0.0,1.0,Medium,Data Analyst,2.0,8.0,0.0,Medium,1.0,Complete,0.0
,,3.0,Bachelor,CS,Regional,3.59,2.0,2.0,1.0,3.0,1.0,Medium,Data Analyst,1.0,6.0,1.0,Low,0.0,Not Applicable,1.0
26.0,Female,4.0,Bachelor,Business,Foreign,3.17,,2.0,0.0,1.0,,Medium,Data Analyst,1.0,6.0,1.0,Medium,1.0,Not Applicable,0.0
23.0,Male,1.0,Master,Data Science,SKY,3.36,2.4,,0.0,0.0,0.0,Low,PM,1.0,9.0,,Medium,1.0,Complete,0.0
28.0,Male,3.0,Master,Data Science,Other,3.07,2.5,3.0,1.0,1.0,1.0,Medium,Software Dev,1.0,4.0,0.0,Low,0.0,Not Applicable,0.0
24.0,Male,2.0,Bachelor,Data Science,SKY,3.96,3.1,3.0,1.0,3.0,,Low,Software Dev,1.0,7.0,1.0,Medium,0.0,Exempt,1.0
22.0,Male,2.0,Bachelor,Data Science,Foreign,3.95,1.6,2.0,1.0,1.0,,Low,Software Dev,1.0,8.0,0.0,High,1.0,Not Applicable,0.0
27.0,Female,5.0,Master,CS,Other,3.39,3.8,4.0,1.0,0.0,0.0,Low,,1.0,6.0,0.0,High,0.0,Complete,1.0
22.0,Female,4.0,Bachelor,Industrial Eng,Foreign,2.93,3.5,2.0,1.0,1.0,0.0,Medium,Software Dev,1.0,8.0,1.0,Medium,1.0,,1.0
28.0,Female,4.0,Bachelor,Data Science,SKY,3.61,0.7,5.0,,2.0,0.0,High,Data Analyst,1.0,5.0,0.0,Medium,1.0,Exempt,0.0
31.0,Female,3.0,Bachelor,Economics,SKY,4.1,1.1,4.0,0.0,0.0,0.0,Medium,Data Analyst,1.0,6.0,1.0,Medium,,Exempt,0.0
27.0,Female,2.0,Master,Industrial Eng,Foreign,3.04,,3.0,1.0,3.0,0.0,Medium,Software Dev,1.0,9.0,0.0,Medium,0.0,Complete,0.0
23.0,Female,3.0,Master,CS,Top10,3.19,2.0,2.0,1.0,2.0,0.0,Low,Data Analyst,1.0,9.0,0.0,Medium,0.0,Not Applicable,0.0
33.0,Female,0.0,Master,Business,Other,3.32,2.7,4.0,0.0,1.0,0.0,High,Software Dev,1.0,9.0,1.0,Low,0.0,Not Applicable,1.0
22.0,Male,4.0,Master,Data Science,Foreign,3.66,3.4,1.0,1.0,3.0,1.0,High,Software Dev,1.0,9.0,0.0,Low,0.0,Complete,1.0
33.0,Female,0.0,Bachelor,Data Science,Top10,3.7,0.8,4.0,0.0,0.0,,Medium,Data Scientist,1.0,5.0,1.0,Medium,,Not Applicable,0.0
27.0,Male,2.0,Master,Industrial Eng,SKY,4.02,-0.2,1.0,0.0,,1.0,Medium,Data Analyst,1.0,7.0,1.0,Medium,0.0,Complete,0.0
25.0,Male,3.0,Bachelor,Industrial Eng,Foreign,,1.3,5.0,1.0,,0.0,Low,Software Dev,1.0,5.0,1.0,Low,1.0,Exempt,0.0
34.0,Female,4.0,Master,Industrial Eng,SKY,2.85,1.4,4.0,0.0,0.0,1.0,,Data Scientist,1.0,5.0,1.0,,0.0,Exempt,0.0
33.0,Female,2.0,Bachelor,Economics,SKY,3.74,1.8,4.0,1.0,0.0,0.0,Low,Data Analyst,2.0,7.0,0.0,Medium,0.0,,0.0
33.0,Female,,Bachelor,,Other,3.75,2.0,4.0,0.0,0.0,1.0,Low,Data Scientist,1.0,5.0,,Low,0.0,Not Applicable,0.0
28.0,Female,3.0,Bachelor,Economics,Top10,3.62,2.0,2.0,0.0,1.0,1.0,Medium,,2.0,6.0,1.0,Medium,1.0,Complete,0.0
34.0,Male,4.0,Bachelor,Economics,Top10,3.55,1.8,3.0,1.0,2.0,,Low,PM,1.0,9.0,0.0,Low,0.0,Complete,1.0
28.0,Male,3.0,Master,Economics,Regional,3.86,2.7,5.0,0.0,3.0,1.0,Low,Data Scientist,1.0,7.0,0.0,Medium,0.0,,1.0
27.0,Male,2.0,Bachelor,CS,Top10,,,2.0,1.0,3.0,1.0,Medium,Data Analyst,2.0,4.0,1.0,Medium,,Exempt,0.0
25.0,Female,3.0,PhD,Economics,Top10,3.13,2.7,5.0,0.0,,1.0,Low,PM,1.0,8.0,1.0,Low,0.0,Exempt,1.0
23.0,Female,5.0,Master,CS,Other,3.89,1.3,3.0,1.0,1.0,1.0,Medium,PM,2.0,5.0,1.0,High,0.0,Exempt,1.0
28.0,,4.0,Bachelor,CS,Foreign,3.57,2.9,4.0,1.0,,1.0,High,Data Scientist,1.0,9.0,1.0,Medium,1.0,Exempt,1.0
34.0,Male,4.0,Bachelor,CS,Other,3.61,1.8,5.0,,1.0,1.0,Medium,,1.0,8.0,1.0,High,0.0,Exempt,
25.0,Female,1.0,Bachelor,Data Science,Other,2.96,2.9,5.0,0.0,0.0,1.0,Medium,Data Analyst,1.0,5.0,1.0,High,1.0,Complete,0.0
,Female,2.0,Bachelor,Business,,3.01,2.5,2.0,1.0,1.0,1.0,Low,Data Analyst,2.0,8.0,,Medium,1.0,Complete,1.0
28.0,Female,2.0,Bachelor,Business,Other,3.85,2.3,4.0,0.0,3.0,1.0,Low,Data Scientist,1.0,7.0,0.0,Medium,1.0,Complete,1.0
33.0,Female,4.0,Bachelor,Economics,Other,3.67,2.0,2.0,1.0,1.0,0.0,Low,PM,2.0,7.0,0.0,Low,0.0,Complete,0.0
24.0,Male,4.0,Bachelor,Economics,Other,3.3,0.9,2.0,1.0,2.0,1.0,Low,Data Analyst,1.0,8.0,1.0,High,0.0,Complete,1.0
30.0,Female,2.0,Bachelor,CS,Top10,3.54,2.9,4.0,0.0,3.0,0.0,Low,Data Analyst,2.0,5.0,1.0,Medium,0.0,Complete,0.0
25.0,Female,2.0,Master,CS,SKY,3.38,2.4,1.0,,3.0,1.0,,PM,1.0,5.0,1.0,,0.0,Complete,0.0
27.0,Male,0.0,Bachelor,Data Science,SKY,,2.4,1.0,1.0,1.0,0.0,Medium,PM,1.0,6.0,0.0,Low,0.0,Not Applicable,0.0
31.0,,0.0,Bachelor,,Foreign,3.52,2.5,1.0,0.0,3.0,1.0,Low,,1.0,5.0,,Medium,0.0,Complete,0.0
25.0,Male,2.0,PhD,Business,Regional,3.78,,1.0,0.0,3.0,1.0,Low,Data Analyst,1.0,7.0,0.0,Medium,1.0,Complete,0.0
29.0,Male,,Master,CS,Foreign,3.63,5.5,1.0,0.0,0.0,1.0,,Software Dev,2.0,4.0,0.0,Medium,0.0,Not Applicable,0.0
33.0,Female,3.0,Bachelor,Data Science,SKY,3.37,1.7,5.0,1.0,3.0,1.0,Medium,Data Analyst,1.0,6.0,,Low,0.0,Exempt,1.0
33.0,Female,4.0,Bachelor,CS,Other,3.83,2.0,5.0,1.0,1.0,1.0,Low,Software Dev,1.0,8.0,0.0,Medium,0.0,Not Applicable,1.0
30.0,Male,5.0,Bachelor,Economics,SKY,3.74,3.3,1.0,0.0,0.0,1.0,High,Software Dev,1.0,5.0,1.0,High,1.0,,1.0
32.0,Male,2.0,Bachelor,Economics,Top10,3.49,2.2,2.0,1.0,1.0,1.0,Low,Data Scientist,1.0,4.0,1.0,Low,0.0,Exempt,0.0
22.0,Male,6.0,Master,CS,,3.24,2.0,4.0,,2.0,0.0,Low,PM,2.0,5.0,1.0,Low,1.0,Exempt,1.0
24.0,Male,3.0,Bachelor,Industrial Eng,SKY,3.37,,4.0,0.0,1.0,1.0,Medium,Software Dev,1.0,4.0,1.0,High,0.0,Exempt,0.0
27.0,Female,1.0,Bachelor,CS,,3.31,1.5,4.0,1.0,2.0,0.0,Medium,Data Scientist,1.0,9.0,1.0,,1.0,Not Applicable,0.0
33.0,Female,1.0,,Business,Other,3.3,2.3,4.0,1.0,1.0,0.0,High,Software Dev,1.0,8.0,1.0,High,1.0,,1.0
29.0,Male,3.0,Bachelor,CS,SKY,3.19,1.3,2.0,1.0,3.0,1.0,Low,Software Dev,2.0,5.0,0.0,Low,0.0,Complete,0.0
32.0,Male,4.0,PhD,Business,Other,3.21,1.5,5.0,1.0,0.0,1.0,High,Data Analyst,1.0,9.0,0.0,Medium,0.0,Not Applicable,1.0
33.0,Male,6.0,Master,Economics,Other,3.07,2.2,3.0,1.0,2.0,0.0,,Data Analyst,1.0,,0.0,Medium,,Exempt,0.0
25.0,Male,6.0,Bachelor,Business,Regional,3.41,2.7,,1.0,2.0,1.0,Medium,Software Dev,1.0,4.0,,Low,1.0,Not Applicable,1.0
29.0,Male,2.0,Bachelor,Economics,Other,3.21,0.3,2.0,1.0,1.0,0.0,Low,Data Scientist,1.0,6.0,0.0,Medium,0.0,Exempt,0.0
25.0,Male,3.0,Bachelor,,Top10,3.86,1.4,4.0,0.0,2.0,1.0,Low,Data Analyst,1.0,8.0,1.0,Low,0.0,Exempt,1.0
,Male,3.0,Bachelor,Business,SKY,4.0,2.4,3.0,0.0,1.0,0.0,Low,Data Analyst,1.0,,1.0,Medium,1.0,Complete,0.0
29.0,Male,2.0,Bachelor,Business,Top10,3.4,1.1,4.0,0.0,,1.0,Medium,Data Analyst,1.0,9.0,1.0,Low,0.0,Not Applicable,0.0
32.0,,6.0,Bachelor,Business,Foreign,3.24,3.1,4.0,1.0,1.0,1.0,Low,Software Dev,1.0,7.0,,High,0.0,Exempt,1.0
28.0,Female,4.0,Bachelor,Industrial Eng,Other,3.82,1.6,3.0,0.0,0.0,0.0,Low,Data Scientist,1.0,8.0,0.0,Medium,0.0,Exempt,0.0
34.0,Male,3.0,Bachelor,Data Science,Regional,3.51,1.6,1.0,1.0,3.0,1.0,Medium,Data Scientist,1.0,9.0,0.0,Medium,0.0,Complete,1.0
32.0,Male,6.0,Bachelor,Business,Regional,3.32,1.0,3.0,1.0,0.0,1.0,Medium,PM,2.0,8.0,1.0,Medium,0.0,Not Applicable,1.0
32.0,Male,6.0,Bachelor,CS,Regional,3.8,1.5,2.0,1.0,2.0,0.0,Low,PM,2.0,5.0,1.0,Medium,0.0,Exempt,0.0
32.0,Female,3.0,Bachelor,Economics,Other,3.77,2.0,2.0,0.0,3.0,1.0,High,Data Scientist,1.0,4.0,1.0,Medium,0.0,Exempt,0.0
,Female,3.0,Bachelor,CS,Other,3.51,1.6,2.0,0.0,2.0,1.0,Medium,Data Analyst,1.0,7.0,0.0,High,0.0,Not Applicable,0.0
34.0,Male,4.0,Bachelor,Economics,Other,3.05,1.7,2.0,,3.0,1.0,,Data Analyst,1.0,8.0,1.0,Medium,0.0,Not Applicable,1.0
